,key,values,0
273,"['2015', '853', '03', '2']","['100.0', '.', '.', '9719', '9.83', '9725', '...', '...']",
274,"['2015', '853', '03', '1']","['100.0', '.', '.', '3473', '9.75', '3476', '10.76', '349']",
275,"['2015', '853', '03', '0']","['100.0', '.', '.', '6246', '9.92', '6249', '...', '...']",
276,"['2015', '853-1', '00', '2']","['100.0', '.', '.', '20211', '12.47', '20291', '...', '...']",
277,"['2015', '853-1', '00', '1']","['100.0', '.', '.', '16578', '12.57', '16654', '14.10', '1159']",
278,"['2015', '853-1', '00', '0']","['100.0', '.', '.', '3633', '12.09', '3637', '...', '...']",
279,"['2015', '853-1', '01', '2']","['100.0', '.', '.', '9617', '15.70', '9667', '...', '...']",
280,"['2015', '853-1', '01', '1']","['100.0', '.', '.', '8820', '15.94', '8870', '16.44', '542']",
281,"['2015', '853-1', '01', '0']","['100.0', '.', '.', '797', '13.67', '797', '...', '...']",
282,"['2015', '853-1', '02', '2']","['100.0', '.', '.', '8207', '11.24', '8234', '...', '...']",
283,"['2015', '853-1', '02', '1']","['100.0', '.', '.', '6280', '10.98', '6303', '13.40', '475']",
284,"['2015', '853-1', '02', '0']","['100.0', '.', '.', '1927', '12.19', '1931', '...', '...']",
285,"['2015', '853-1', '03', '2']","['100.0', '.', '.', '2387', '10.42', '2390', '...', '...']",
286,"['2015', '853-1', '03', '1']","['100.0', '.', '.', '1478', '10.07', '1481', '12.00', '142']",
287,"['2015', '853-1', '03', '0']","['100.0', '.', '.', '909', '11.14', '909', '...', '...']",
288,"['2015', '853-2', '00', '2']","['100.0', '.', '.', '5543', '12.03', '5556', '...', '...']",
289,"['2015', '853-2', '00', '1']","['100.0', '.', '.', '4048', '12.23', '4061', '14.42', '293']",
290,"['2015', '853-2', '00', '0']","['100.0', '.', '.', '1495', '11.43', '1495', '...', '...']",
291,"['2015', '853-2', '01', '2']","['100.0', '.', '.', '2862', '15.24', '2875', '...', '...']",
292,"['2015', '853-2', '01', '1']","['100.0', '.', '.', '2300', '15.42', '2313', '16.78', '151']",
293,"['2015', '853-2', '01', '0']","['100.0', '.', '.', '562', '14.26', '562', '...', '...']",
294,"['2015', '853-2', '02', '2']","['100.0', '.', '.', '1973', '10.59', '1973', '...', '...']",
295,"['2015', '853-2', '02', '1']","['100.0', '.', '.', '1439', '10.48', '1439', '13.52', '124']",
296,"['2015', '853-2', '02', '0']","['100.0', '.', '.', '534', '10.93', '534', '...', '...']",
297,"['2015', '853-2', '03', '2']","['100.0', '.', '.', '708', '9.43', '708', '...', '...']",
298,"['2015', '853-2', '03', '1']","['100.0', '.', '.', '309', '8.86', '309', '...', '...']",
299,"['2015', '853-2', '03', '0']","['100.0', '.', '.', '399', '10.17', '399', '...', '...']",
300,"['2015', '853-3', '00', '2']","['100.0', '.', '.', '22612', '10.49', '22650', '...', '...']",
301,"['2015', '853-3', '00', '1']","['100.0', '.', '.', '8440', '10.65', '8462', '11.10', '831']",
302,"['2015', '853-3', '00', '0']","['100.0', '.', '.', '14172', '10.30', '14188', '...', '...']",
303,"['2015', '853-3', '01', '2']","['100.0', '.', '.', '6363', '13.00', '6380', '...', '...']",
304,"['2015', '853-3', '01', '1']","['100.0', '.', '.', '3136', '13.49', '3150', '13.82', '274']",
305,"['2015', '853-3', '01', '0']","['100.0', '.', '.', '3227', '12.18', '3230', '...', '...']",
306,"['2015', '853-3', '02', '2']","['100.0', '.', '.', '9625', '10.22', '9643', '...', '...']",
307,"['2015', '853-3', '02', '1']","['100.0', '.', '.', '3618', '10.03', '3626', '10.91', '368']",
308,"['2015', '853-3', '02', '0']","['100.0', '.', '.', '6007', '10.45', '6017', '...', '...']",
309,"['2015', '853-3', '03', '2']","['100.0', '.', '.', '6624', '9.52', '6627', '...', '...']",
310,"['2015', '853-3', '03', '1']","['100.0', '.', '.', '1686', '9.61', '1686', '9.89', '189']",
311,"['2015', '853-3', '03', '0']","['100.0', '.', '.', '4938', '9.44', '4941', '...', '...']",
312,"['2015', 'A04', '00', '2']","['100.0', '.', '.', '19697', '9.74', '19780', '...', '...']",
313,"['2015', 'A04', '00', '1']","['100.0', '.', '.', '13824', '9.82', '13903', '9.89', '1349']",
314,"['2015', 'A04', '00', '0']","['100.0', '.', '.', '5873', '9.47', '5877', '...', '...']",
315,"['2015', 'A04', '01', '2']","['100.0', '.', '.', '7302', '12.09', '7353', '...', '...']",
316,"['2015', 'A04', '01', '1']","['100.0', '.', '.', '5587', '12.51', '5638', '12.72', '465']",
317,"['2015', 'A04', '01', '0']","['100.0', '.', '.', '1715', '10.71', '1715', '...', '...']",
318,"['2015', 'A04', '02', '2']","['100.0', '.', '.', '8843', '9.22', '8869', '...', '...']",
319,"['2015', 'A04', '02', '1']","['100.0', '.', '.', '6108', '9.20', '6130', '9.53', '598']",
320,"['2015', 'A04', '02', '0']","['100.0', '.', '.', '2735', '9.30', '2739', '...', '...']",
321,"['2015', 'A04', '03', '2']","['100.0', '.', '.', '3552', '8.63', '3558', '...', '...']",
322,"['2015', 'A04', '03', '1']","['100.0', '.', '.', '2129', '8.61', '2135', '8.87', '286']",
323,"['2015', 'A04', '03', '0']","['100.0', '.', '.', '1423', '8.69', '1423', '...', '...']",
324,"['2015', '609', '00', '2']","['100.0', '.', '.', '10622', '10.38', '10682', '...', '...']",
325,"['2015', '609', '00', '1']","['100.0', '.', '.', '8676', '10.31', '8736', '10.63', '817']",
326,"['2015', '609', '00', '0']","['100.0', '.', '.', '1946', '10.82', '1946', '...', '...']",
327,"['2015', '609', '01', '2']","['100.0', '.', '.', '4218', '13.01', '4255', '...', '...']",
328,"['2015', '609', '01', '1']","['100.0', '.', '.', '3530', '13.13', '3567', '13.51', '295']",
329,"['2015', '609', '01', '0']","['100.0', '.', '.', '688', '12.39', '688', '...', '...']",
330,"['2015', '609', '02', '2']","['100.0', '.', '.', '4670', '9.69', '4691', '...', '...']",
331,"['2015', '609', '02', '1']","['100.0', '.', '.', '3826', '9.56', '3847', '10.03', '364']",
332,"['2015', '609', '02', '0']","['100.0', '.', '.', '844', '10.54', '844', '...', '...']",
333,"['2015', '609', '03', '2']","['100.0', '.', '.', '1734', '8.96', '1736', '...', '...']",
334,"['2015', '609', '03', '1']","['100.0', '.', '.', '1320', '8.88', '1322', '9.45', '158']",
335,"['2015', '609', '03', '0']","['100.0', '.', '.', '414', '9.45', '414', '...', '...']",
336,"['2015', '609-1', '00', '2']","['100.0', '.', '.', '5718', '11.00', '5767', '...', '...']",
337,"['2015', '609-1', '00', '1']","['100.0', '.', '.', '4898', '10.97', '4947', '11.27', '454']",
338,"['2015', '609-1', '00', '0']","['100.0', '.', '.', '820', '11.32', '820', '...', '...']",
339,"['2015', '609-1', '01', '2']","['100.0', '.', '.', '2472', '13.64', '2506', '...', '...']",
340,"['2015', '609-1', '01', '1']","['100.0', '.', '.', '2236', '13.80', '2270', '14.01', '196']",
341,"['2015', '609-1', '01', '0']","['100.0', '.', '.', '236', '12.12', '236', '...', '...']",
342,"['2015', '609-1', '02', '2']","['100.0', '.', '.', '2402', '10.27', '2415', '...', '...']",
343,"['2015', '609-1', '02', '1']","['100.0', '.', '.', '1939', '10.14', '1952', '10.76', '163']",
344,"['2015', '609-1', '02', '0']","['100.0', '.', '.', '463', '11.37', '463', '...', '...']",
345,"['2015', '609-1', '03', '2']","['100.0', '.', '.', '844', '9.30', '846', '...', '...']",
346,"['2015', '609-1', '03', '1']","['100.0', '.', '.', '723', '9.19', '725', '9.77', '95']",
347,"['2015', '609-1', '03', '0']","['100.0', '.', '.', '121', '10.38', '121', '...', '...']",
348,"['2015', '609-2', '00', '2']","['100.0', '.', '.', '4904', '9.78', '4915', '...', '...']",
349,"['2015', '609-2', '00', '1']","['100.0', '.', '.', '3778', '9.61', '3789', '9.96', '363']",
350,"['2015', '609-2', '00', '0']","['100.0', '.', '.', '1126', '10.55', '1126', '...', '...']",
351,"['2015', '609-2', '01', '2']","['100.0', '.', '.', '1746', '12.27', '1749', '...', '...']",
352,"['2015', '609-2', '01', '1']","['100.0', '.', '.', '1294', '12.20', '1297', '12.66', '99']",
353,"['2015', '609-2', '01', '0']","['100.0', '.', '.', '452', '12.51', '452', '...', '...']",
354,"['2015', '609-2', '02', '2']","['100.0', '.', '.', '2268', '9.22', '2276', '...', '...']",
355,"['2015', '609-2', '02', '1']","['100.0', '.', '.', '1887', '9.05', '1895', '9.53', '201']",
356,"['2015', '609-2', '02', '0']","['100.0', '.', '.', '381', '10.09', '381', '...', '...']",
357,"['2015', '609-2', '03', '2']","['100.0', '.', '.', '890', '8.62', '890', '...', '...']",
358,"['2015', '609-2', '03', '1']","['100.0', '.', '.', '597', '8.56', '597', '8.97', '63']",
359,"['2015', '609-2', '03', '0']","['100.0', '.', '.', '293', '8.92', '293', '...', '...']",
360,"['2015', '684', '00', '2']","['100.0', '.', '.', '4224', '9.50', '4231', '...', '...']",
361,"['2015', '684', '00', '1']","['100.0', '.', '.', '2836', '9.53', '2843', '9.33', '289']",
362,"['2015', '684', '00', '0']","['100.0', '.', '.', '1388', '9.42', '1388', '...', '...']",
363,"['2015', '684', '01', '2']","['100.0', '.', '.', '1564', '11.92', '1571', '...', '...']",
364,"['2015', '684', '01', '1']","['100.0', '.', '.', '1160', '12.29', '1167', '12.07', '79']",
365,"['2015', '684', '01', '0']","['100.0', '.', '.', '404', '10.68', '404', '...', '...']",
366,"['2015', '684', '02', '2']","['100.0', '.', '.', '1849', '9.07', '1849', '...', '...']",
367,"['2015', '684', '02', '1']","['100.0', '.', '.', '1261', '9.02', '1261', '9.39', '135']",
368,"['2015', '684', '02', '0']","['100.0', '.', '.', '588', '9.36', '588', '...', '...']",
369,"['2015', '684', '03', '2']","['100.0', '.', '.', '811', '8.54', '811', '...', '...']",
370,"['2015', '684', '03', '1']","['100.0', '.', '.', '415', '8.50', '415', '8.49', '75']",
371,"['2015', '684', '03', '0']","['100.0', '.', '.', '396', '8.69', '396', '...', '...']",
372,"['2015', 'A05', '00', '2']","['100.0', '.', '.', '20354', '11.41', '20394', '...', '...']",
373,"['2015', 'A05', '00', '1']","['100.0', '.', '.', '11268', '11.72', '11299', '12.20', '1203']",
374,"['2015', 'A05', '00', '0']","['100.0', '.', '.', '9086', '10.81', '9095', '...', '...']",
375,"['2015', 'A05', '01', '2']","['100.0', '.', '.', '7208', '13.41', '7227', '...', '...']",
376,"['2015', 'A05', '01', '1']","['100.0', '.', '.', '4983', '13.90', '5001', '14.77', '423']",
377,"['2015', 'A05', '01', '0']","['100.0', '.', '.', '2225', '12.03', '2226', '...', '...']",
378,"['2015', 'A05', '02', '2']","['100.0', '.', '.', '9018', '10.99', '9032', '...', '...']",
379,"['2015', 'A05', '02', '1']","['100.0', '.', '.', '4660', '11.09', '4666', '11.95', '544']",
380,"['2015', 'A05', '02', '0']","['100.0', '.', '.', '4358', '10.78', '4366', '...', '...']",
381,"['2015', 'A05', '03', '2']","['100.0', '.', '.', '4128', '10.42', '4135', '...', '...']",
382,"['2015', 'A05', '03', '1']","['100.0', '.', '.', '1625', '10.58', '1632', '10.84', '236']",
383,"['2015', 'A05', '03', '0']","['100.0', '.', '.', '2503', '10.19', '2503', '...', '...']",
384,"['2015', '109', '00', '2']","['100.0', '.', '.', '10055', '12.04', '10076', '...', '...']",
385,"['2015', '109', '00', '1']","['100.0', '.', '.', '5679', '12.49', '5696', '13.13', '641']",
386,"['2015', '109', '00', '0']","['100.0', '.', '.', '4376', '11.07', '4380', '...', '...']",
387,"['2015', '109', '01', '2']","['100.0', '.', '.', '3397', '14.44', '3410', '...', '...']",
388,"['2015', '109', '01', '1']","['100.0', '.', '.', '2362', '15.13', '2374', '16.00', '220']",
389,"['2015', '109', '01', '0']","['100.0', '.', '.', '1035', '12.46', '1036', '...', '...']",
390,"['2015', '109', '02', '2']","['100.0', '.', '.', '4672', '11.52', '4676', '...', '...']",
391,"['2015', '109', '02', '1']","['100.0', '.', '.', '2461', '11.80', '2462', '12.80', '299']",
392,"['2015', '109', '02', '0']","['100.0', '.', '.', '2211', '10.93', '2214', '...', '...']",
393,"['2015', '109', '03', '2']","['100.0', '.', '.', '1986', '10.87', '1990', '...', '...']",
394,"['2015', '109', '03', '1']","['100.0', '.', '.', '856', '11.13', '860', '11.57', '122']",
395,"['2015', '109', '03', '0']","['100.0', '.', '.', '1130', '10.42', '1130', '...', '...']",
396,"['2015', '109-1', '00', '2']","['100.0', '.', '.', '4012', '13.05', '4025', '...', '...']",
397,"['2015', '109-1', '00', '1']","['100.0', '.', '.', '3149', '13.25', '3161', '13.96', '331']",
398,"['2015', '109-1', '00', '0']","['100.0', '.', '.', '863', '12.15', '864', '...', '...']",
399,"['2015', '109-1', '01', '2']","['100.0', '.', '.', '1829', '15.56', '1839', '...', '...']",
400,"['2015', '109-1', '01', '1']","['100.0', '.', '.', '1531', '16.00', '1540', '16.96', '126']",
401,"['2015', '109-1', '01', '0']","['100.0', '.', '.', '298', '13.30', '299', '...', '...']",
402,"['2015', '109-1', '02', '2']","['100.0', '.', '.', '1727', '12.17', '1728', '...', '...']",
403,"['2015', '109-1', '02', '1']","['100.0', '.', '.', '1298', '12.22', '1299', '13.26', '155']",
404,"['2015', '109-1', '02', '0']","['100.0', '.', '.', '429', '11.95', '429', '...', '...']",
405,"['2015', '109-1', '03', '2']","['100.0', '.', '.', '456', '11.81', '458', '...', '...']",
406,"['2015', '109-1', '03', '1']","['100.0', '.', '.', '320', '11.93', '322', '12.74', '50']",
407,"['2015', '109-1', '03', '0']","['100.0', '.', '.', '136', '11.27', '136', '...', '...']",
408,"['2015', '109-2', '00', '2']","['100.0', '.', '.', '6043', '11.28', '6051', '...', '...']",
409,"['2015', '109-2', '00', '1']","['100.0', '.', '.', '2530', '11.68', '2535', '12.21', '310']",
410,"['2015', '109-2', '00', '0']","['100.0', '.', '.', '3513', '10.72', '3516', '...', '...']",
411,"['2015', '109-2', '01', '2']","['100.0', '.', '.', '1568', '13.27', '1571', '...', '...']",
412,"['2015', '109-2', '01', '1']","['100.0', '.', '.', '831', '13.94', '834', '14.86', '94']",
413,"['2015', '109-2', '01', '0']","['100.0', '.', '.', '737', '12.07', '737', '...', '...']",
414,"['2015', '109-2', '02', '2']","['100.0', '.', '.', '2945', '10.99', '2948', '...', '...']",
415,"['2015', '109-2', '02', '1']","['100.0', '.', '.', '1163', '11.32', '1163', '12.22', '144']",
416,"['2015', '109-2', '02', '0']","['100.0', '.', '.', '1782', '10.56', '1785', '...', '...']",
417,"['2015', '109-2', '03', '2']","['100.0', '.', '.', '1530', '10.44', '1532', '...', '...']",
418,"['2015', '109-2', '03', '1']","['100.0', '.', '.', '536', '10.58', '538', '10.63', '72']",
419,"['2015', '109-2', '03', '0']","['100.0', '.', '.', '994', '10.25', '994', '...', '...']",
420,"['2015', '694', '00', '2']","['100.0', '.', '.', '5556', '11.54', '5564', '...', '...']",
421,"['2015', '694', '00', '1']","['100.0', '.', '.', '2867', '11.74', '2870', '12.27', '275']",
422,"['2015', '694', '00', '0']","['100.0', '.', '.', '2689', '11.15', '2694', '...', '...']",
423,"['2015', '694', '01', '2']","['100.0', '.', '.', '2036', '13.88', '2036', '...', '...']",
424,"['2015', '694', '01', '1']","['100.0', '.', '.', '1300', '14.18', '1300', '14.89', '94']",
425,"['2015', '694', '01', '0']","['100.0', '.', '.', '736', '12.82', '736', '...', '...']",
426,"['2015', '694', '02', '2']","['100.0', '.', '.', '2331', '10.88', '2336', '...', '...']",
427,"['2015', '694', '02', '1']","['100.0', '.', '.', '1147', '10.80', '1147', '11.82', '134']",
428,"['2015', '694', '02', '0']","['100.0', '.', '.', '1184', '11.04', '1189', '...', '...']",
429,"['2015', '694', '03', '2']","['100.0', '.', '.', '1189', '10.51', '1192', '...', '...']",
430,"['2015', '694', '03', '1']","['100.0', '.', '.', '420', '10.46', '423', '11.08', '47']",
431,"['2015', '694', '03', '0']","['100.0', '.', '.', '769', '10.58', '769', '...', '...']",
432,"['2015', 'A06', '00', '2']","['100.0', '.', '.', '79811', '11.82', '79989', '...', '...']",
433,"['2015', 'A06', '00', '1']","['100.0', '.', '.', '47765', '12.20', '47893', '13.01', '5503']",
434,"['2015', 'A06', '00', '0']","['100.0', '.', '.', '32046', '11.08', '32096', '...', '...']",
435,"['2015', 'A06', '01', '2']","['100.0', '.', '.', '30156', '14.69', '30259', '...', '...']",
436,"['2015', 'A06', '01', '1']","['100.0', '.', '.', '21743', '15.51', '21820', '16.21', '2259']",
437,"['2015', 'A06', '01', '0']","['100.0', '.', '.', '8413', '12.44', '8439', '...', '...']",
438,"['2015', 'A06', '02', '2']","['100.0', '.', '.', '33768', '11.11', '33834', '...', '...']",
439,"['2015', 'A06', '02', '1']","['100.0', '.', '.', '19561', '11.17', '19609', '12.49', '2298']",
440,"['2015', 'A06', '02', '0']","['100.0', '.', '.', '14207', '10.99', '14225', '...', '...']",
441,"['2015', 'A06', '03', '2']","['100.0', '.', '.', '15887', '10.53', '15896', '...', '...']",
442,"['2015', 'A06', '03', '1']","['100.0', '.', '.', '6461', '10.55', '6464', '11.26', '946']",
443,"['2015', 'A06', '03', '0']","['100.0', '.', '.', '9426', '10.49', '9432', '...', '...']",
444,"['2015', '837', '00', '2']","['100.0', '.', '.', '61730', '12.49', '61872', '...', '...']",
445,"['2015', '837', '00', '1']","['100.0', '.', '.', '39346', '12.89', '39460', '14.01', '4484']",
446,"['2015', '837', '00', '0']","['100.0', '.', '.', '22384', '11.61', '22412', '...', '...']",
447,"['2015', '837', '01', '2']","['100.0', '.', '.', '23682', '15.72', '23763', '...', '...']",
448,"['2015', '837', '01', '1']","['100.0', '.', '.', '17996', '16.44', '18066', '17.22', '1866']",
449,"['2015', '837', '01', '0']","['100.0', '.', '.', '5686', '13.29', '5697', '...', '...']",
450,"['2015', '837', '02', '2']","['100.0', '.', '.', '26209', '11.63', '26265', '...', '...']",
451,"['2015', '837', '02', '1']","['100.0', '.', '.', '16266', '11.65', '16307', '13.42', '1890']",
452,"['2015', '837', '02', '0']","['100.0', '.', '.', '9943', '11.58', '9958', '...', '...']",
453,"['2015', '837', '03', '2']","['100.0', '.', '.', '11839', '10.91', '11844', '...', '...']",
454,"['2015', '837', '03', '1']","['100.0', '.', '.', '5084', '10.99', '5087', '11.95', '728']",
455,"['2015', '837', '03', '0']","['100.0', '.', '.', '6755', '10.80', '6757', '...', '...']",
456,"['2015', '837-1', '00', '2']","['100.0', '.', '.', '18866', '13.15', '18921', '...', '...']",
457,"['2015', '837-1', '00', '1']","['100.0', '.', '.', '16734', '13.30', '16787', '15.09', '1506']",
458,"['2015', '837-1', '00', '0']","['100.0', '.', '.', '2132', '12.06', '2134', '...', '...']",
459,"['2015', '837-1', '01', '2']","['100.0', '.', '.', '9755', '16.65', '9788', '...', '...']",
460,"['2015', '837-1', '01', '1']","['100.0', '.', '.', '9209', '16.87', '9241', '17.59', '774']",
461,"['2015', '837-1', '01', '0']","['100.0', '.', '.', '546', '14.14', '547', '...', '...']",
462,"['2015', '837-1', '02', '2']","['100.0', '.', '.', '7114', '11.62', '7133', '...', '...']",
463,"['2015', '837-1', '02', '1']","['100.0', '.', '.', '6111', '11.60', '6129', '14.43', '557']",
464,"['2015', '837-1', '02', '0']","['100.0', '.', '.', '1003', '11.79', '1004', '...', '...']",
